task_id,deadline_days,effort,impact,workload,priority_score,priority_label
567,26,14,6,8,1.353846154,Low
574,17,19,4,4,-0.035294118,Low
576,17,16,6,2,1.564705882,Low
579,16,7,3,9,1.975,Low
580,12,16,5,8,1.8,Low
581,19,3,2,6,1.978947368,Low
582,12,8,1,6,1.4,Low
586,8,19,1,2,0.45,Low
587,28,19,9,8,1.771428571,Low
588,20,15,7,6,2,Low
604,11,18,2,1,0.127272727,Low
606,11,19,2,1,-0.072727273,Low
610,14,9,1,1,0.842857143,Low
616,24,19,7,4,0.95,Low
623,17,18,5,1,0.664705882,Low
628,14,12,3,2,1.242857143,Low
632,17,18,1,8,-1.335294118,Low
635,26,10,5,8,1.653846154,Low
636,24,9,3,2,0.95,Low
637,24,3,2,1,1.65,Low
641,28,14,1,1,-1.228571429,Low
648,12,19,5,9,1.2,Low
651,15,9,2,2,1.2,Low
660,27,15,1,9,-1.388888889,Low
661,24,6,3,3,1.55,Low
662,20,10,1,9,0,Low
665,22,18,7,1,1.263636364,Low
668,11,19,6,2,1.927272727,Low
670,16,16,2,3,-0.325,Low
673,26,5,1,2,0.653846154,Low
676,13,9,2,3,1.507692308,Low
677,17,14,1,5,-0.535294118,Low
680,17,15,3,8,0.264705882,Low
682,27,19,8,1,1.311111111,Low
685,18,19,2,5,-1.133333333,Low
688,28,14,6,4,1.271428571,Low
689,7,19,2,1,1.485714286,Low
690,20,8,1,8,0.4,Low
691,27,17,2,1,-1.288888889,Low
693,20,17,2,2,-0.9,Low
696,9,18,4,4,1.733333333,Low
701,26,10,3,4,0.653846154,Low
703,25,4,2,9,1.4,Low
704,28,6,3,4,1.371428571,Low
705,24,12,4,3,0.85,Low
707,15,6,2,8,1.8,Low
712,21,17,3,6,-0.471428571,Low
714,9,12,2,2,1.933333333,Low
715,16,17,5,9,0.975,Low
716,20,6,2,4,1.3,Low
722,14,19,7,2,1.842857143,Low
725,15,12,3,2,1.1,Low
726,28,17,6,6,0.671428571,Low
727,15,18,1,8,-1.1,Low
734,22,19,5,7,0.063636364,Low
735,26,4,1,9,0.853846154,Low
737,29,4,2,1,1.234482759,Low
739,22,5,3,1,1.863636364,Low
744,16,14,2,1,0.075,Low
747,19,11,5,7,1.878947368,Low
755,24,19,4,1,-0.55,Low
760,28,19,4,9,-0.728571429,Low
766,24,12,2,1,-0.15,Low
768,11,19,4,7,0.927272727,Low
773,20,3,1,8,1.4,Low
777,25,17,2,7,-1.2,Low
781,10,13,1,2,0.9,Low
785,17,13,4,2,1.164705882,Low
786,22,18,3,4,-0.736363636,Low
792,19,10,3,8,1.078947368,Low
799,15,10,3,6,1.5,Low
805,26,6,4,9,1.953846154,Low
807,16,12,2,1,0.475,Low
809,20,14,3,1,0.2,Low
811,15,7,2,9,1.6,Low
812,28,15,1,4,-1.428571429,Low
817,24,13,3,9,0.15,Low
821,25,15,3,4,-0.3,Low
826,26,6,4,5,1.953846154,Low
827,14,18,3,3,0.042857143,Low
833,23,19,4,9,-0.495652174,Low
834,18,18,1,9,-1.433333333,Low
837,25,16,1,6,-1.5,Low
838,19,18,1,9,-1.521052632,Low
849,10,15,1,6,0.5,Low
852,24,9,4,3,1.45,Low
854,23,18,4,4,-0.295652174,Low
862,17,12,5,3,1.864705882,Low
864,19,3,2,7,1.978947368,Low
873,24,10,4,8,1.25,Low
877,27,7,4,8,1.711111111,Low
878,9,15,3,4,1.833333333,Low
883,15,13,2,7,0.4,Low
886,18,4,1,4,1.366666667,Low
892,27,6,2,9,0.911111111,Low
895,22,13,3,6,0.263636364,Low
896,21,17,5,8,0.528571429,Low
899,29,13,7,3,1.934482759,Low
901,10,18,3,5,0.9,Low
902,25,5,1,7,0.7,Low
903,11,10,2,9,1.727272727,Low
904,26,9,5,5,1.853846154,Low
905,28,4,2,1,1.271428571,Low
907,23,12,1,5,-0.595652174,Low
915,28,16,6,2,0.871428571,Low
919,24,8,3,6,1.15,Low
922,22,11,5,3,1.663636364,Low
924,23,9,1,7,0.004347826,Low
925,17,15,1,6,-0.735294118,Low
929,29,3,1,6,0.934482759,Low
935,27,14,4,3,0.311111111,Low
939,17,17,7,1,1.864705882,Low
943,19,16,6,9,1.378947368,Low
946,18,14,6,4,1.866666667,Low
949,26,19,3,6,-1.146153846,Low
953,29,17,8,3,1.634482759,Low
957,24,11,2,7,0.05,Low
960,18,9,1,4,0.366666667,Low
964,13,13,2,2,0.707692308,Low
966,8,15,2,7,1.75,Low
969,14,9,3,2,1.842857143,Low
970,25,14,1,9,-1.1,Low
973,27,19,1,6,-2.188888889,Low
979,25,19,5,5,-0.1,Low
981,19,8,3,8,1.478947368,Low
983,25,16,7,3,1.5,Low
985,28,14,1,4,-1.228571429,Low
986,19,9,1,1,0.278947368,Low
993,25,12,3,2,0.3,Low
997,26,19,9,6,1.853846154,Low
1001,29,9,5,2,1.734482759,Low
1003,29,9,2,8,0.234482759,Low
1006,28,9,3,2,0.771428571,Low
1008,21,15,3,6,-0.071428571,Low
1010,17,11,3,2,1.064705882,Low
1014,29,15,1,2,-1.465517241,Low
1022,16,13,2,2,0.275,Low
1024,26,2,1,8,1.253846154,Low
1026,28,19,9,8,1.771428571,Low
1028,22,14,4,8,0.563636364,Low
1037,15,10,4,9,2,Low
1039,27,8,3,9,1.011111111,Low
1040,11,19,4,3,0.927272727,Low
1049,23,8,2,1,0.704347826,Low
1056,20,2,1,2,1.6,Low
1058,17,17,5,1,0.864705882,Low
1059,28,14,2,7,-0.728571429,Low
1060,21,14,1,5,-0.871428571,Low
1063,27,15,2,9,-0.888888889,Low
1064,13,16,4,3,1.107692308,Low
1069,28,18,1,5,-2.028571429,Low
1070,24,8,4,5,1.65,Low
1074,22,18,4,3,-0.236363636,Low
1077,18,14,4,9,0.866666667,Low
1081,17,19,4,6,-0.035294118,Low
1082,18,8,3,5,1.566666667,Low
1083,16,17,4,4,0.475,Low
1085,23,19,2,7,-1.495652174,Low
1088,29,6,2,7,0.834482759,Low
1091,17,17,2,4,-0.635294118,Low
1094,14,11,1,6,0.442857143,Low
1100,18,8,3,5,1.566666667,Low
1102,26,18,5,5,0.053846154,Low
1109,25,19,2,2,-1.6,Low
1111,12,16,5,9,1.8,Low
1112,18,12,3,9,0.766666667,Low
1119,22,14,4,6,0.563636364,Low
1123,27,17,6,8,0.711111111,Low
1129,14,7,2,7,1.742857143,Low
1132,17,18,7,5,1.664705882,Low
1133,15,12,2,9,0.6,Low
1134,26,12,6,9,1.753846154,Low
1135,29,6,3,1,1.334482759,Low
1136,29,17,3,8,-0.865517241,Low
1141,21,13,2,6,-0.171428571,Low
1144,20,14,4,4,0.7,Low
1146,23,13,2,8,-0.295652174,Low
1150,29,5,2,9,1.034482759,Low
1151,21,11,1,8,-0.271428571,Low
1156,20,8,2,7,0.9,Low
1158,29,18,1,3,-2.065517241,Low
1159,26,16,4,9,-0.046153846,Low
1161,7,19,1,2,0.985714286,Low
1164,24,15,5,7,0.75,Low
1165,19,19,6,3,0.778947368,Low
1179,12,16,3,9,0.8,Low
1181,22,16,7,6,1.663636364,Low
1186,22,5,1,2,0.863636364,Low
1192,29,13,7,3,1.934482759,Low
1196,11,19,3,7,0.427272727,Low
1201,23,16,4,8,0.104347826,Low
1207,20,19,4,8,-0.3,Low
1209,22,5,1,5,0.863636364,Low
1211,22,5,2,6,1.363636364,Low
1212,28,7,2,4,0.671428571,Low
1214,22,5,1,1,0.863636364,Low
1216,26,17,3,9,-0.746153846,Low
1217,19,19,1,9,-1.721052632,Low
1221,27,17,5,6,0.211111111,Low
1225,25,19,9,9,1.9,Low
1226,21,8,4,9,1.828571429,Low
1230,17,5,1,9,1.264705882,Low
1233,23,15,6,6,1.304347826,Low
1235,29,12,5,5,1.134482759,Low
1241,17,19,6,5,0.964705882,Low
1242,28,9,2,2,0.271428571,Low
1245,23,19,5,6,0.004347826,Low
1252,24,15,1,8,-1.25,Low
1255,26,11,5,6,1.453846154,Low
1257,16,6,2,7,1.675,Low
1259,29,11,5,5,1.334482759,Low
1271,18,18,7,9,1.566666667,Low
1274,18,16,2,1,-0.533333333,Low
1276,25,10,2,9,0.2,Low
1283,20,14,5,8,1.2,Low
1284,17,15,2,7,-0.235294118,Low
1285,27,10,1,5,-0.388888889,Low
1291,11,11,1,3,1.027272727,Low
1294,21,2,1,1,1.528571429,Low
1298,26,6,4,1,1.953846154,Low
1300,26,16,6,3,0.953846154,Low
1309,27,3,1,5,1.011111111,Low
1310,9,17,2,1,0.933333333,Low
1319,16,12,5,7,1.975,Low
1327,28,14,2,4,-0.728571429,Low
1328,19,16,2,9,-0.621052632,Low
1332,25,17,2,5,-1.2,Low
1336,19,16,2,2,-0.621052632,Low
1337,13,15,4,7,1.307692308,Low
1345,26,14,7,7,1.853846154,Low
1356,27,15,2,3,-0.888888889,Low
1358,24,6,2,8,1.05,Low
1366,14,18,1,5,-0.957142857,Low
1367,18,11,5,8,1.966666667,Low
1369,8,19,2,7,0.95,Low
1381,18,15,2,8,-0.333333333,Low
1382,29,11,3,2,0.334482759,Low
1384,26,8,1,1,0.053846154,Low
1385,23,13,5,3,1.204347826,Low
1387,27,16,5,7,0.411111111,Low
1389,24,7,3,4,1.35,Low
1397,21,9,3,4,1.128571429,Low
1407,28,18,3,7,-1.028571429,Low
1408,13,18,5,7,1.207692308,Low
1411,29,9,1,4,-0.265517241,Low
1414,27,8,2,9,0.511111111,Low
1417,11,9,1,5,1.427272727,Low
1419,21,18,3,3,-0.671428571,Low
1421,26,10,2,3,0.153846154,Low
1423,18,9,4,2,1.866666667,Low
1426,27,18,6,3,0.511111111,Low
1428,25,17,5,9,0.3,Low
1431,25,14,3,5,-0.1,Low
1433,9,19,1,1,0.033333333,Low
1434,23,18,3,4,-0.795652174,Low
1439,24,11,5,8,1.55,Low
1446,12,17,5,5,1.6,Low
1447,23,17,1,1,-1.595652174,Low
1452,27,8,2,9,0.511111111,Low
1458,23,15,1,3,-1.195652174,Low
1462,23,16,6,8,1.104347826,Low
1466,18,10,4,3,1.666666667,Low
1467,28,16,5,5,0.371428571,Low
1469,22,11,1,9,-0.336363636,Low
1474,15,7,1,3,1.1,Low
1478,25,5,1,4,0.7,Low
1481,20,12,4,1,1.1,Low
1484,18,19,2,4,-1.133333333,Low
1485,19,15,2,8,-0.421052632,Low
1486,29,15,1,4,-1.465517241,Low
1487,15,15,6,7,2,Low
1493,14,12,3,9,1.242857143,Low
1496,29,18,8,8,1.434482759,Low
1497,11,10,1,6,1.227272727,Low
1503,23,18,8,2,1.704347826,Low
1509,23,17,2,7,-1.095652174,Low
1512,27,11,4,3,0.911111111,Low
1513,24,17,3,2,-0.65,Low
1514,24,8,2,7,0.65,Low
1515,29,18,5,6,-0.065517241,Low
1517,19,17,6,1,1.178947368,Low
1518,28,14,3,5,-0.228571429,Low
1520,12,11,1,6,0.8,Low
1525,19,4,2,4,1.778947368,Low
1528,15,13,4,7,1.4,Low
1540,23,18,1,5,-1.795652174,Low
1543,27,15,6,6,1.111111111,Low
1550,21,11,5,2,1.728571429,Low
1560,28,19,2,9,-1.728571429,Low
1565,15,12,3,3,1.1,Low
1569,11,12,2,1,1.327272727,Low
1573,27,5,2,5,1.111111111,Low
1574,12,9,2,2,1.7,Low
1575,17,19,6,6,0.964705882,Low
1579,25,19,1,1,-2.1,Low
1580,20,12,2,7,0.1,Low
1581,13,11,2,4,1.107692308,Low
1584,19,15,3,7,0.078947368,Low
1585,26,17,6,6,0.753846154,Low
1587,12,10,2,9,1.5,Low
1591,24,19,4,8,-0.55,Low
1592,27,16,4,8,-0.088888889,Low
1593,28,16,6,3,0.871428571,Low
1596,28,11,6,6,1.871428571,Low
1597,10,15,2,3,1,Low
1606,20,18,5,5,0.4,Low
1607,24,19,7,1,0.95,Low
1609,15,17,1,4,-0.9,Low
1614,17,8,1,5,0.664705882,Low
1617,23,15,5,4,0.804347826,Low
1619,26,19,5,5,-0.146153846,Low
1625,18,12,2,9,0.266666667,Low
1631,18,5,2,7,1.666666667,Low
1632,18,7,3,6,1.766666667,Low
1633,26,19,4,9,-0.646153846,Low
1635,26,3,1,7,1.053846154,Low
1636,13,13,1,7,0.207692308,Low
1637,15,4,1,8,1.7,Low
1638,17,3,1,5,1.664705882,Low
1639,26,6,1,2,0.453846154,Low
1640,26,11,4,9,0.953846154,Low
1641,28,9,3,7,0.771428571,Low
1644,19,13,2,5,-0.021052632,Low
1647,20,13,1,1,-0.6,Low
1649,14,11,2,9,0.942857143,Low
1654,21,11,5,1,1.728571429,Low
1655,15,19,5,5,0.7,Low
1656,21,4,2,1,1.628571429,Low
1657,24,17,1,7,-1.65,Low
1665,21,19,6,9,0.628571429,Low
1669,28,19,2,2,-1.728571429,Low
1672,21,6,1,9,0.728571429,Low
1678,17,14,1,2,-0.535294118,Low
1680,23,17,3,1,-0.595652174,Low
1681,23,12,5,1,1.404347826,Low
1685,14,18,3,1,0.042857143,Low
1687,16,13,2,8,0.275,Low
1688,14,11,2,4,0.942857143,Low
1689,17,13,3,7,0.664705882,Low
1692,14,17,1,4,-0.757142857,Low
1694,16,3,1,5,1.775,Low
1695,21,18,8,5,1.828571429,Low
1700,28,14,7,5,1.771428571,Low
1702,17,19,3,1,-0.535294118,Low
1704,16,13,2,2,0.275,Low
1712,20,15,3,8,0,Low
1714,29,12,1,4,-0.865517241,Low
1717,11,18,3,9,0.627272727,Low
1724,22,15,2,7,-0.636363636,Low
1727,15,12,1,5,0.1,Low
1729,10,15,3,3,1.5,Low
1730,29,5,3,9,1.534482759,Low
1735,16,13,5,9,1.775,Low
1736,17,18,3,2,-0.335294118,Low
1739,15,18,6,4,1.4,Low
1744,8,15,2,4,1.75,Low
1746,27,2,2,5,1.711111111,Low
1749,22,5,1,8,0.863636364,Low
1751,29,19,2,8,-1.765517241,Low
1753,21,16,7,7,1.728571429,Low
1758,21,11,3,6,0.728571429,Low
1762,13,8,2,1,1.707692308,Low
1764,22,18,6,4,0.763636364,Low
1767,17,13,1,3,-0.335294118,Low
1779,10,15,1,7,0.5,Low
1780,15,13,2,1,0.4,Low
1782,10,14,1,1,0.7,Low
1783,25,9,4,5,1.4,Low
1786,24,5,3,8,1.75,Low
1788,17,8,1,3,0.664705882,Low
1789,18,14,4,7,0.866666667,Low
1791,16,5,1,1,1.375,Low
1793,22,16,5,8,0.663636364,Low
1802,19,18,6,8,0.978947368,Low
1803,17,18,3,3,-0.335294118,Low
1804,27,18,6,6,0.511111111,Low
1812,22,5,1,9,0.863636364,Low
1813,25,19,6,1,0.4,Low
1814,28,3,3,6,1.971428571,Low
1821,7,18,1,8,1.185714286,Low
1825,18,16,3,4,-0.033333333,Low
1829,20,11,1,2,-0.2,Low
1831,26,18,3,8,-0.946153846,Low
1834,15,19,5,3,0.7,Low
1835,25,11,3,8,0.5,Low
1839,26,9,5,1,1.853846154,Low
1840,25,13,2,6,-0.4,Low
1842,8,15,1,5,1.25,Low
1844,13,15,5,6,1.807692308,Low
1846,14,12,3,8,1.242857143,Low
1850,18,9,1,7,0.366666667,Low
1851,11,14,1,9,0.427272727,Low
1852,27,4,2,8,1.311111111,Low
1857,17,16,5,7,1.064705882,Low
1859,12,18,6,5,1.9,Low
1860,26,17,7,3,1.253846154,Low
1864,10,19,4,8,1.2,Low
1871,25,2,2,6,1.8,Low
1873,16,13,4,5,1.275,Low
1875,27,14,6,3,1.311111111,Low
1878,20,11,1,6,-0.2,Low
1879,19,14,1,8,-0.721052632,Low
1880,28,7,1,4,0.171428571,Low
1886,25,14,7,4,1.9,Low
1891,27,6,2,1,0.911111111,Low
1892,9,18,2,9,0.733333333,Low
1894,29,12,6,3,1.634482759,Low
1907,12,14,2,9,0.7,Low
1908,25,8,2,5,0.6,Low
1909,19,4,1,1,1.278947368,Low
1910,19,15,6,6,1.578947368,Low
1915,17,8,3,4,1.664705882,Low
1916,17,11,3,7,1.064705882,Low
1917,27,15,6,7,1.111111111,Low
1918,25,9,5,8,1.9,Low
1921,28,19,7,7,0.771428571,Low
1925,26,17,4,3,-0.246153846,Low
1930,12,10,1,1,1,Low
1931,19,18,3,7,-0.521052632,Low
1934,22,7,3,5,1.463636364,Low
1937,27,6,3,5,1.411111111,Low
1938,27,15,1,5,-1.388888889,Low
1939,29,13,1,5,-1.065517241,Low
1941,23,6,2,5,1.104347826,Low
1944,23,18,3,9,-0.795652174,Low
1948,28,4,1,7,0.771428571,Low
1951,27,4,1,7,0.811111111,Low
1958,21,17,7,6,1.528571429,Low
1965,23,19,4,8,-0.495652174,Low
1968,27,16,1,2,-1.588888889,Low
1969,28,5,3,6,1.571428571,Low
1970,13,16,4,4,1.107692308,Low
1971,26,18,3,8,-0.946153846,Low
1972,16,12,3,5,0.975,Low
1973,19,15,1,8,-0.921052632,Low
1975,24,14,1,4,-1.05,Low
1981,23,12,3,4,0.404347826,Low
1982,29,19,7,2,0.734482759,Low
1992,18,18,6,2,1.066666667,Low
1994,22,17,4,5,-0.036363636,Low
1995,11,18,3,8,0.627272727,Low
2000,15,15,5,4,1.5,Low
2010,13,17,5,7,1.407692308,Low
2015,15,18,3,7,-0.1,Low
2016,29,3,3,3,1.934482759,Low
2018,27,17,4,1,-0.288888889,Low
2021,21,19,6,5,0.628571429,Low
2022,25,11,4,9,1,Low
2024,25,15,2,1,-0.8,Low
2030,9,12,2,6,1.933333333,Low
2034,19,19,8,6,1.778947368,Low
2036,15,17,6,1,1.6,Low
2041,17,18,5,2,0.664705882,Low
2044,23,19,1,3,-1.995652174,Low
2046,17,17,3,1,-0.135294118,Low
2053,28,15,1,4,-1.428571429,Low
2054,19,13,1,3,-0.521052632,Low
2057,18,13,3,6,0.566666667,Low
2061,29,9,3,8,0.734482759,Low
2062,21,16,3,5,-0.271428571,Low
2065,24,10,1,9,-0.25,Low
2066,26,19,1,1,-2.146153846,Low
2068,9,15,1,2,0.833333333,Low
2073,26,16,5,7,0.453846154,Low
2076,21,15,4,9,0.428571429,Low
2080,24,15,1,2,-1.25,Low
2082,11,17,1,7,-0.172727273,Low
2088,15,19,7,9,1.7,Low
2089,10,19,3,7,0.7,Low
2091,21,17,6,2,1.028571429,Low
2096,23,16,3,2,-0.395652174,Low
2098,20,17,4,5,0.1,Low
2099,12,9,2,8,1.7,Low
2100,20,5,3,4,2,Low
2116,21,19,4,3,-0.371428571,Low
2119,19,6,3,1,1.878947368,Low
2120,25,18,5,2,0.1,Low
2123,14,15,2,4,0.142857143,Low
2128,27,7,2,8,0.711111111,Low
2130,26,17,2,5,-1.246153846,Low
2133,29,18,2,2,-1.565517241,Low
2135,15,16,5,2,1.3,Low
2136,29,19,3,7,-1.265517241,Low
2137,11,19,1,8,-0.572727273,Low
2138,27,14,4,1,0.311111111,Low
2143,21,11,2,7,0.228571429,Low
2146,13,16,2,9,0.107692308,Low
2148,11,12,2,4,1.327272727,Low
2150,9,14,1,6,1.033333333,Low
2155,15,10,1,8,0.5,Low
2157,19,11,2,3,0.378947368,Low
2161,24,18,7,7,1.15,Low
2167,8,14,2,1,1.95,Low
2169,17,18,7,6,1.664705882,Low
2172,8,19,4,2,1.95,Low
2176,19,17,7,1,1.678947368,Low
2177,24,18,4,5,-0.35,Low
2181,18,17,5,5,0.766666667,Low
2186,24,17,6,8,0.85,Low
2187,23,14,4,7,0.504347826,Low
2195,20,15,4,8,0.5,Low
2198,17,14,6,8,1.964705882,Low
2203,15,7,1,5,1.1,Low
2211,26,11,1,7,-0.546153846,Low
2212,16,18,3,7,-0.225,Low
2215,20,14,4,6,0.7,Low
2216,12,16,5,7,1.8,Low
2223,28,13,1,5,-1.028571429,Low
2224,9,15,1,5,0.833333333,Low
2225,29,10,5,5,1.534482759,Low
2226,17,11,1,3,0.064705882,Low
2227,24,9,1,9,-0.05,Low
2230,14,17,6,5,1.742857143,Low
2232,27,2,1,4,1.211111111,Low
2239,11,15,4,2,1.727272727,Low
2241,28,7,4,3,1.671428571,Low
2250,29,18,6,9,0.434482759,Low
2252,16,15,3,2,0.375,Low
2258,24,11,4,2,1.05,Low
2264,14,19,1,2,-1.157142857,Low
2267,21,11,2,7,0.228571429,Low
2268,29,19,2,9,-1.765517241,Low
2270,28,7,1,5,0.171428571,Low
2271,26,13,6,3,1.553846154,Low
2275,15,13,4,2,1.4,Low
2276,23,16,1,5,-1.395652174,Low
2277,27,16,1,7,-1.588888889,Low
2281,22,18,7,3,1.263636364,Low
2282,24,7,1,4,0.35,Low
2283,15,9,2,8,1.2,Low
