task_id,deadline_days,effort,impact,workload,priority_score,priority_label
386,4,9,4,6,7.7,High
387,9,2,8,8,6.933333333,High
391,15,2,8,6,5.6,High
393,3,10,5,2,10.5,High
394,6,3,5,1,6.9,High
395,6,2,6,3,7.6,High
408,7,13,7,6,5.185714286,High
411,1,4,5,8,31.7,
416,8,12,9,4,5.85,High
422,3,7,4,5,10.6,High
424,2,14,8,9,16.2,High
432,2,9,1,4,13.7,High
436,10,7,9,9,6.1,High
439,4,14,9,2,9.2,High
446,3,19,1,2,6.7,High
452,5,15,7,9,6.5,High
456,5,6,4,7,6.8,High
458,2,14,5,8,14.7,High
460,6,9,8,7,7.2,High
463,5,17,7,1,6.1,High
464,6,7,3,7,5.1,High
475,5,9,6,5,7.2,High
482,1,9,4,1,30.2,
483,4,16,6,9,7.3,High
485,1,15,3,9,28.5,
487,9,9,9,8,6.033333333,High
491,13,4,9,8,6.007692308,High
506,13,1,8,9,6.107692308,High
510,8,9,9,6,6.45,High
512,7,1,5,6,6.585714286,High
518,3,4,8,6,13.2,High
524,5,16,8,4,6.8,High
535,4,13,3,3,6.4,High
549,7,1,8,6,8.085714286,High
552,4,17,4,9,6.1,High
555,5,7,2,6,5.6,High
556,2,10,1,9,13.5,High
561,5,13,9,7,7.9,High
564,6,1,1,9,5.3,High
568,9,4,5,6,5.033333333,High
569,1,1,3,9,31.3,
570,11,8,8,9,5.127272727,High
571,2,15,1,3,12.5,High
575,1,11,7,1,31.3,
577,3,8,1,7,8.9,High
578,2,10,6,2,16,High
585,1,17,4,2,28.6,
591,22,1,9,4,5.663636364,High
596,12,6,8,7,5.3,High
597,2,16,8,1,15.8,High
598,3,12,5,7,10.1,High
602,4,12,4,7,7.1,High
607,3,14,1,9,7.7,High
608,13,3,9,8,6.207692308,High
609,5,6,6,2,7.8,High
613,1,17,2,4,27.6,
617,2,11,3,1,14.3,High
618,3,8,8,8,12.4,High
619,4,9,7,4,9.2,High
621,10,2,7,8,6.1,High
622,7,6,6,7,6.085714286,High
624,4,17,2,8,5.1,High
626,1,11,3,2,29.3,
627,1,19,5,6,28.7,
631,1,16,3,3,28.3,
638,1,18,2,9,27.4,
640,1,10,8,1,32,
642,6,1,1,3,5.3,High
644,5,3,4,9,7.4,High
645,6,12,9,2,7.1,High
646,2,9,5,9,15.7,High
650,3,4,4,6,11.2,High
653,5,19,7,7,5.7,High
655,9,9,9,3,6.033333333,High
656,2,18,6,7,14.4,High
671,5,14,5,6,5.7,High
672,5,10,4,7,6,High
692,9,2,9,6,7.433333333,High
694,4,5,6,8,9.5,High
697,6,14,6,5,5.2,High
698,1,8,1,7,28.9,
699,6,10,7,8,6.5,High
709,7,1,2,3,5.085714286,High
719,2,9,7,9,16.7,High
721,11,1,7,2,6.027272727,High
723,4,6,8,6,10.3,High
728,1,18,4,6,28.4,
729,5,12,3,6,5.1,High
730,3,14,6,9,10.2,High
738,5,7,6,7,7.6,High
742,10,1,6,8,5.8,High
746,6,4,4,6,6.2,High
748,14,1,8,5,5.942857143,High
750,14,3,9,2,6.042857143,High
752,3,7,8,3,12.6,High
765,3,7,6,5,11.6,High
769,5,12,5,4,6.1,High
772,7,4,5,1,5.985714286,High
779,7,11,9,7,6.585714286,High
789,2,7,4,3,15.6,High
790,2,19,8,2,15.2,High
794,6,16,9,8,6.3,High
801,3,13,8,3,11.4,High
802,3,14,6,4,10.2,High
803,4,4,7,9,10.2,High
804,4,14,2,2,5.7,High
806,9,7,7,1,5.433333333,High
814,4,16,5,4,6.8,High
815,19,1,8,2,5.378947368,High
816,11,4,8,4,5.927272727,High
818,7,2,9,1,8.385714286,High
819,13,5,8,6,5.307692308,High
820,2,8,9,4,17.9,High
829,10,8,8,3,5.4,High
830,4,2,5,8,9.6,High
831,8,2,5,3,5.85,High
832,19,2,8,5,5.178947368,High
835,7,2,3,2,5.385714286,High
843,2,18,4,4,13.4,High
844,3,8,3,7,9.9,High
846,2,9,9,3,17.7,High
851,1,12,1,4,28.1,
856,2,6,7,9,17.3,High
857,4,15,9,2,9,High
863,2,9,6,2,16.2,High
866,1,11,7,1,31.3,
871,1,1,8,2,33.8,
872,3,18,6,7,9.4,High
875,2,2,1,3,15.1,High
879,20,3,9,1,5.4,High
880,3,15,3,4,8.5,High
881,5,5,6,8,8,High
882,1,6,2,4,29.8,
889,2,14,5,6,14.7,High
890,13,5,8,2,5.307692308,High
893,5,19,8,7,6.2,High
898,4,6,8,4,10.3,High
909,7,5,9,2,7.785714286,High
911,8,6,9,8,7.05,High
914,4,8,6,3,8.9,High
916,7,5,4,6,5.285714286,High
917,1,15,4,9,29,
921,4,2,9,9,11.6,High
923,5,9,5,1,6.7,High
926,20,2,9,9,5.6,High
928,3,7,4,1,10.6,High
930,1,14,2,8,28.2,
936,1,18,2,3,27.4,
938,1,19,9,3,30.7,
940,1,11,3,6,29.3,
942,3,7,2,6,9.6,High
947,2,4,6,3,17.2,High
948,2,11,4,1,14.8,High
950,4,4,5,3,9.2,High
952,3,12,8,5,11.6,High
955,6,14,8,3,6.2,High
958,10,1,8,1,6.8,High
959,2,8,3,6,14.9,High
962,2,10,4,9,15,High
963,2,11,8,1,16.8,High
965,1,15,2,9,28,
980,4,10,5,6,8,High
988,2,11,3,5,14.3,High
990,1,1,4,6,31.8,
991,4,3,1,8,7.4,High
998,5,9,5,4,6.7,High
999,1,13,1,4,27.9,
1009,5,6,1,9,5.3,High
1012,3,19,3,2,7.7,High
1020,5,17,5,3,5.1,High
1029,19,1,8,7,5.378947368,High
1030,2,12,5,8,15.1,High
1032,13,3,9,3,6.207692308,High
1041,13,2,7,7,5.407692308,High
1044,2,7,8,7,17.6,High
1045,15,1,7,1,5.3,High
1046,3,5,6,4,12,High
1050,9,1,9,9,7.633333333,High
1054,3,11,9,9,12.3,High
1066,10,6,8,7,5.8,High
1067,2,17,7,9,15.1,High
1068,3,19,6,2,9.2,High
1075,3,3,8,1,13.4,High
1078,1,15,7,2,30.5,
1079,5,4,1,2,5.7,High
1080,12,2,6,9,5.1,High
1084,3,13,3,4,8.9,High
1087,4,7,3,5,7.6,High
1092,1,9,1,6,28.7,
1095,3,19,6,8,9.2,High
1096,8,11,9,7,6.05,High
1097,24,1,8,7,5.05,High
1106,6,18,8,9,5.4,High
1107,4,1,8,7,11.3,High
1108,2,1,8,5,18.8,High
1110,1,17,8,5,30.6,
1115,2,3,6,2,17.4,High
1120,5,3,6,3,8.4,High
1122,5,12,6,3,6.6,High
1124,5,16,9,8,7.3,High
1130,4,6,4,7,8.3,High
1138,4,5,4,6,8.5,High
1140,3,10,8,5,12,High
1142,4,6,7,3,9.8,High
1145,14,7,9,7,5.242857143,High
1153,8,6,7,2,6.05,High
1154,2,14,9,7,16.7,High
1157,8,11,7,7,5.05,High
1162,7,11,9,3,6.585714286,High
1180,18,3,8,1,5.066666667,High
1193,4,3,9,3,11.4,High
1194,10,1,8,1,6.8,High
1197,1,16,6,2,29.8,
1203,7,1,7,9,7.585714286,High
1205,11,3,8,8,6.127272727,High
1206,2,6,8,3,17.8,High
1215,5,1,4,6,7.8,High
1224,7,4,6,2,6.485714286,High
1227,4,6,9,2,10.8,High
1229,1,13,4,5,29.4,
1231,2,18,5,8,13.9,High
1236,7,9,8,5,6.485714286,High
1243,1,7,8,2,32.6,
1244,4,10,4,9,7.5,High
1246,16,2,8,3,5.475,High
1260,4,12,1,1,5.6,High
1265,4,3,8,8,10.9,High
1270,8,1,4,7,5.55,High
1278,2,10,5,9,15.5,High
1280,6,2,5,2,7.1,High
1282,4,16,2,5,5.3,High
1289,4,4,2,1,7.7,High
1290,13,8,9,8,5.207692308,High
1299,4,14,9,3,9.2,High
1302,4,19,8,9,7.7,High
1303,2,6,7,1,17.3,High
1304,5,17,6,8,5.6,High
1315,2,3,7,7,17.9,High
1316,1,6,8,6,32.8,
1317,1,12,7,7,31.1,
1322,4,15,2,6,5.5,High
1325,5,11,3,2,5.3,High
1326,2,1,7,2,18.3,High
1333,9,1,8,2,7.133333333,High
1334,8,3,8,1,7.15,High
1338,2,17,1,3,12.1,High
1341,5,9,7,4,7.7,High
1342,28,2,9,6,5.171428571,High
1343,1,3,1,8,29.9,
1344,5,11,9,8,8.3,High
1349,4,15,3,6,6,High
1352,5,5,1,4,5.5,High
1353,1,14,6,9,30.2,
1355,3,17,1,1,7.1,High
1357,12,5,8,6,5.5,High
1363,1,5,7,5,32.5,
1364,1,9,4,3,30.2,
1368,6,11,8,1,6.8,High
1372,1,12,6,1,30.6,
1373,4,8,1,6,6.4,High
1377,8,6,7,1,6.05,High
1388,11,4,7,1,5.427272727,High
1390,1,5,4,8,31,
1392,2,17,3,5,13.1,High
1394,7,1,8,3,8.085714286,High
1396,7,2,5,3,6.385714286,High
1398,5,6,5,8,7.3,High
1406,2,18,3,8,12.9,High
1409,8,1,7,4,7.05,High
1413,9,3,6,9,5.733333333,High
1424,4,5,1,3,7,High
1427,1,13,1,6,27.9,
1429,3,6,8,3,12.8,High
1432,12,5,9,2,6,High
1442,7,9,8,1,6.485714286,High
1444,12,4,7,7,5.2,High
1448,11,6,8,4,5.527272727,High
1449,9,8,9,9,6.233333333,High
1454,1,10,2,7,29,
1455,2,15,1,1,12.5,High
1456,14,2,7,8,5.242857143,High
1459,3,14,9,4,11.7,High
1461,1,4,4,3,31.2,
1463,2,16,6,7,14.8,High
1465,4,11,6,2,8.3,High
1468,7,1,6,7,7.085714286,High
1472,3,16,6,9,9.8,High
1477,2,4,3,6,15.7,High
1479,5,15,5,2,5.5,High
1480,2,14,5,7,14.7,High
1488,4,15,5,8,7,High
1492,3,7,6,2,11.6,High
1495,2,1,5,7,17.3,High
1498,2,6,6,5,16.8,High
1504,6,2,8,9,8.6,High
1511,4,7,6,4,9.1,High
1519,5,17,7,7,6.1,High
1524,10,6,7,3,5.3,High
1526,15,4,8,8,5.2,High
1532,2,14,7,5,15.7,High
1538,4,11,4,3,7.3,High
1546,2,12,8,9,16.6,High
1547,3,16,1,7,7.3,High
1548,1,2,8,8,33.6,
1549,7,12,9,9,6.385714286,High
1554,6,14,9,8,6.7,High
1561,1,11,4,5,29.8,
1566,2,4,9,2,18.7,High
1570,7,6,9,6,7.585714286,High
1571,8,4,8,8,6.95,High
1577,10,8,9,3,5.9,High
1589,15,2,7,8,5.1,High
1590,5,1,4,5,7.8,High
1595,4,10,5,3,8,High
1598,5,2,2,8,6.6,High
1599,1,2,8,6,33.6,
1601,2,16,8,5,15.8,High
1604,4,18,8,8,7.9,High
1605,6,4,6,4,7.2,High
1610,2,12,3,1,14.1,High
1612,2,17,1,8,12.1,High
1618,8,1,8,4,7.55,High
1624,2,5,6,2,17,High
1645,7,8,7,8,6.185714286,High
1651,5,19,8,8,6.2,High
1652,11,6,8,6,5.527272727,High
1659,12,2,6,3,5.1,High
1661,4,10,9,4,10,High
1670,5,19,7,4,5.7,High
1676,2,14,2,5,13.2,High
1677,3,14,5,3,9.7,High
1684,23,3,9,7,5.204347826,High
1686,13,6,8,8,5.107692308,High
1691,3,10,3,4,9.5,High
1693,4,1,1,9,7.8,High
1698,2,11,9,8,17.3,High
1703,2,3,2,1,15.4,High
1706,9,7,8,9,5.933333333,High
1707,10,2,8,9,6.6,High
1708,2,12,1,5,13.1,High
1710,9,12,9,5,5.433333333,High
1716,7,4,6,7,6.485714286,High
1719,1,11,8,4,31.8,
1721,13,1,8,1,6.107692308,High
1722,3,4,1,4,9.7,High
1728,2,14,8,1,16.2,High
1731,7,2,8,7,7.885714286,High
1734,13,9,9,8,5.007692308,High
1737,7,6,7,8,6.585714286,High
1738,11,5,7,1,5.227272727,High
1741,5,1,8,9,9.8,High
1742,7,3,7,8,7.185714286,High
1743,3,7,4,7,10.6,High
1747,7,5,9,9,7.785714286,High
1750,7,10,8,5,6.285714286,High
1755,3,5,5,7,11.5,High
1759,1,15,1,2,27.5,
1761,5,14,6,7,6.2,High
1765,5,9,5,8,6.7,High
1768,5,1,9,7,10.3,High
1774,3,4,5,9,11.7,High
1787,2,7,8,7,17.6,High
1798,4,3,7,4,10.4,High
1799,3,6,1,4,9.3,High
1801,24,2,9,2,5.35,High
1805,6,6,3,6,5.3,High
1806,2,3,4,4,16.4,High
1807,2,6,8,1,17.8,High
1808,1,5,4,1,31,
1811,6,4,3,4,5.7,High
1816,3,6,2,1,9.8,High
1817,3,14,9,2,11.7,High
1819,8,1,8,9,7.55,High
1824,1,12,3,2,29.1,
1827,1,1,7,4,33.3,
1845,14,3,7,4,5.042857143,High
1847,3,6,6,8,11.8,High
1848,3,17,1,1,7.1,High
1849,6,15,7,6,5.5,High
1853,5,4,8,5,9.2,High
1854,1,4,5,8,31.7,
1856,6,4,5,8,6.7,High
1858,6,8,5,9,5.9,High
1862,3,8,5,4,10.9,High
1863,6,14,8,3,6.2,High
1869,2,12,6,9,15.6,High
1872,20,3,9,8,5.4,High
1874,6,10,6,7,6,High
1877,1,6,1,5,29.3,
1885,12,2,9,9,6.6,High
1888,1,6,2,9,29.8,
1898,9,1,9,6,7.633333333,High
1901,1,6,5,3,31.3,
1911,10,9,8,3,5.2,High
1913,2,10,7,2,16.5,High
1922,1,6,2,4,29.8,
1926,2,7,6,2,16.6,High
1932,3,18,7,2,9.9,High
1936,4,17,9,4,8.6,High
1949,1,18,5,6,28.9,
1950,4,13,5,5,7.4,High
1952,2,6,9,1,18.3,High
1953,10,3,6,2,5.4,High
1955,4,19,9,5,8.2,High
1956,1,5,1,2,29.5,
1960,15,2,8,1,5.6,High
1961,4,10,1,4,6,High
1964,2,7,1,2,14.1,High
1977,2,15,7,4,15.5,High
1983,8,6,7,3,6.05,High
1984,3,15,4,6,9,High
1986,4,14,4,5,6.7,High
1999,2,15,3,1,13.5,High
2002,9,4,7,5,6.033333333,High
2004,1,1,1,9,30.3,
2005,1,9,4,6,30.2,
2006,8,7,7,8,5.85,High
2007,2,11,6,3,15.8,High
2009,6,16,8,2,5.8,High
2011,1,4,1,5,29.7,
2013,1,7,9,9,33.1,
2031,3,14,3,3,8.7,High
2038,5,13,9,2,7.9,High
2040,9,7,7,4,5.433333333,High
2042,17,4,9,3,5.464705882,High
2045,23,4,9,9,5.004347826,High
2047,4,2,8,5,11.1,High
2048,9,6,8,9,6.133333333,High
2049,1,2,2,6,30.6,
2052,9,3,6,7,5.733333333,High
2055,3,17,9,4,11.1,High
2059,9,3,8,2,6.733333333,High
2071,4,14,2,1,5.7,High
2074,18,2,9,7,5.766666667,High
2075,4,19,7,5,7.2,High
2078,17,6,9,3,5.064705882,High
2081,6,1,2,1,5.8,High
2086,19,4,9,5,5.278947368,High
2087,9,9,8,8,5.533333333,High
2092,28,1,9,6,5.371428571,High
2095,6,14,9,5,6.7,High
2097,11,2,6,9,5.327272727,High
2101,18,5,9,1,5.166666667,High
2102,7,2,5,4,6.385714286,High
2103,7,13,7,9,5.185714286,High
2111,29,2,9,9,5.134482759,High
2113,8,9,9,2,6.45,High
2114,6,11,9,9,7.3,High
2127,2,19,2,4,12.2,High
2140,12,3,9,2,6.4,High
2141,4,13,8,5,8.9,High
2147,1,9,7,4,31.7,
2151,5,16,6,8,5.8,High
2154,1,7,9,7,33.1,
2156,1,15,6,1,30,
2163,4,14,7,1,8.2,High
2164,2,8,3,8,14.9,High
2168,5,4,4,7,7.2,High
2175,3,19,7,1,9.7,High
2179,16,4,9,1,5.575,High
2183,6,17,7,5,5.1,High
2191,8,6,9,6,7.05,High
2204,1,18,8,8,30.4,
2205,2,18,4,9,13.4,High
2213,4,3,4,1,8.9,High
2214,3,14,2,1,8.2,High
2218,4,14,5,6,7.2,High
2221,1,12,8,4,31.6,
2222,7,13,8,8,5.685714286,High
2229,1,8,9,2,32.9,
2234,5,16,9,5,7.3,High
2235,24,1,9,6,5.55,High
2237,5,9,4,8,6.2,High
2243,7,4,8,4,7.485714286,High
2244,7,1,9,9,8.585714286,High
2245,11,10,9,7,5.227272727,High
2246,4,14,6,7,7.7,High
2247,3,1,4,3,11.8,High
2248,2,6,8,3,17.8,High
2249,2,11,9,5,17.3,High
2251,6,6,4,7,5.8,High
2253,5,9,2,3,5.2,High
2254,3,11,7,4,11.3,High
2255,2,11,8,8,16.8,High
2256,2,13,1,4,12.9,High
2259,13,2,7,7,5.407692308,High
2263,11,3,9,6,6.627272727,High
2266,3,1,3,5,11.3,High
2274,2,5,2,2,15,High
2279,4,1,7,4,10.8,High
2286,15,2,8,3,5.6,High
2289,14,6,9,7,5.442857143,High
2292,3,4,2,7,10.2,High
2293,4,10,2,8,6.5,High
2295,1,1,2,4,30.8,
2296,4,14,8,4,8.7,High
2298,7,18,9,9,5.185714286,High
2300,4,18,4,2,5.9,High
2301,10,1,7,7,6.3,High
2302,1,9,2,6,29.2,
2310,1,14,5,3,29.7,
2323,4,12,2,4,6.1,High
2328,8,7,9,9,6.85,High
2333,6,14,6,7,5.2,High
2337,6,9,6,8,6.2,High
2341,7,6,7,2,6.585714286,High
2342,2,19,4,6,13.2,High
2343,8,10,8,9,5.75,High
2344,8,4,8,6,6.95,High
2345,6,13,7,4,5.9,High
2346,14,8,9,8,5.042857143,High
2347,4,11,1,2,5.8,High
2348,4,9,3,6,7.2,High
2358,2,16,4,8,13.8,High
2359,4,10,7,4,9,High
2366,1,18,1,3,26.9,
2369,4,6,6,7,9.3,High
2377,4,4,1,9,7.2,High
2379,1,8,7,7,31.9,
2383,4,14,9,3,9.2,High
2390,4,18,4,1,5.9,High
2391,14,8,9,6,5.042857143,High
2404,9,4,6,3,5.533333333,High
2406,2,2,2,3,15.6,High
2410,4,6,6,5,9.3,High
2414,8,2,8,8,7.35,High
2415,2,6,1,6,14.3,High
2422,4,4,1,7,7.2,High
2423,7,2,3,4,5.385714286,High
2437,3,16,6,3,9.8,High
2438,6,2,6,7,7.6,High
2444,9,9,9,7,6.033333333,High
2445,10,6,9,7,6.3,High
2451,6,3,4,2,6.4,High
2457,2,10,1,7,13.5,High
2459,5,4,9,8,9.7,High
2465,8,7,8,6,6.35,High
2467,28,2,9,6,5.171428571,High
2469,5,14,9,2,7.7,High
2470,2,2,7,9,18.1,High
2472,29,1,9,1,5.334482759,High
2474,1,9,2,7,29.2,
2477,13,4,8,2,5.507692308,High
2481,8,2,6,4,6.35,High
2482,3,19,6,2,9.2,High
2483,8,3,4,9,5.15,High
2489,6,6,4,1,5.8,High
2491,2,17,6,2,14.6,High
2495,3,5,4,9,11,High
2498,14,2,7,1,5.242857143,High
2503,1,6,6,1,31.8,
2505,10,9,9,3,5.7,High
2506,2,7,4,2,15.6,High
2507,9,2,7,9,6.433333333,High
2509,3,17,7,5,10.1,High
2511,14,6,9,7,5.442857143,High
2512,4,5,4,8,8.5,High
2513,4,10,1,8,6,High
2514,4,13,2,2,5.9,High
2517,11,3,8,7,6.127272727,High
2519,2,13,4,3,14.4,High
2522,1,19,6,9,29.2,
2524,7,11,6,2,5.085714286,High
2529,17,1,9,6,6.064705882,High
2531,7,16,8,6,5.085714286,High
2533,8,1,7,8,7.05,High
2536,4,19,5,9,6.2,High
2538,4,18,5,8,6.4,High
2545,3,2,7,5,13.1,High
2549,8,11,9,2,6.05,High
2550,3,15,2,5,8,High
2551,4,2,1,6,7.6,High
2552,12,2,9,4,6.6,High
2555,4,6,3,6,7.8,High
2561,4,19,8,5,7.7,High
2563,7,1,4,7,6.085714286,High
2564,3,17,6,8,9.6,High
2567,22,3,9,1,5.263636364,High
2574,12,2,7,2,5.6,High
2580,5,8,2,9,5.4,High
2581,8,2,9,4,7.85,High
2583,3,1,7,7,13.3,High
2587,2,11,1,1,13.3,High
2588,14,7,9,2,5.242857143,High
2591,1,15,1,3,27.5,
2593,3,18,3,6,7.9,High
2599,6,5,4,4,6,High
2602,8,5,5,6,5.25,High
2604,2,10,1,7,13.5,High
2609,3,11,6,4,10.8,High
2612,7,12,7,3,5.385714286,High
2613,1,4,2,7,30.2,
2621,4,1,6,9,10.3,High
2627,4,6,6,7,9.3,High
2629,2,16,3,6,13.3,High
2633,1,1,4,4,31.8,
2640,8,10,9,3,6.25,High
2642,3,9,5,8,10.7,High
2647,3,5,2,5,10,High
2661,2,14,1,6,12.7,High
2665,4,8,9,9,10.4,High
2668,1,17,8,7,30.6,
2669,2,17,3,1,13.1,High
2670,5,5,2,7,6,High
2671,2,2,3,4,16.1,High
2672,4,5,4,6,8.5,High
2678,3,11,7,6,11.3,High
2681,8,14,9,7,5.45,High
2683,5,13,6,2,6.4,High
2684,8,4,7,6,6.45,High
2695,1,16,2,5,27.8,
2701,4,9,7,2,9.2,High
2710,7,11,8,5,6.085714286,High
2713,2,19,7,5,14.7,High
2717,5,9,3,3,5.7,High
2718,4,3,8,9,10.9,High
2720,5,5,8,4,9,High
2723,6,13,9,7,6.9,High
2726,3,11,6,2,10.8,High
2727,1,1,7,5,33.3,
2729,3,1,3,6,11.3,High
2733,14,1,7,5,5.442857143,High
2739,10,5,8,8,6,High
2743,6,4,7,1,7.7,High
2744,6,7,8,4,7.6,High
2752,4,6,8,6,10.3,High
2753,3,16,6,5,9.8,High
2756,14,2,7,4,5.242857143,High
2758,10,9,9,9,5.7,High
2762,4,11,8,4,9.3,High
2763,1,9,7,1,31.7,
2765,10,2,5,6,5.1,High
2766,1,3,8,8,33.4,
2773,6,4,4,4,6.2,High
2776,3,9,3,3,9.7,High
2781,7,4,9,3,7.985714286,High
2782,9,3,6,8,5.733333333,High
2786,2,5,8,9,18,High
2787,1,5,3,1,30.5,
2798,9,3,9,2,7.233333333,High
2809,5,5,6,3,8,High
2810,14,2,8,5,5.742857143,High
2815,4,5,1,9,7,High
2816,10,9,9,3,5.7,High
2818,1,19,1,8,26.7,
2819,5,6,9,5,9.3,High
2820,9,4,5,5,5.033333333,High
2832,5,6,8,6,8.8,High
2836,4,3,5,7,9.4,High
2837,2,9,8,2,17.2,High
2843,3,1,2,8,10.8,High
2851,5,16,6,2,5.8,High
2852,6,5,5,9,6.5,High
2860,13,3,9,5,6.207692308,High
2864,8,3,5,7,5.65,High
2866,1,4,7,8,32.7,
2871,14,6,9,3,5.442857143,High
2872,11,2,8,6,6.327272727,High
2875,8,6,9,6,7.05,High
2876,6,5,5,6,6.5,High
2879,1,11,9,6,32.3,
2880,9,9,8,4,5.533333333,High
2884,1,18,9,9,30.9,
2885,4,4,4,8,8.7,High
2887,3,14,8,7,11.2,High
2892,6,9,8,7,7.2,High
2893,14,2,9,6,6.242857143,High
2897,4,9,4,1,7.7,High
2899,5,12,8,6,7.6,High
2907,6,10,5,3,5.5,High
2910,6,3,8,9,8.4,High
2915,3,12,5,5,10.1,High
2916,9,14,9,7,5.033333333,High
2918,5,8,5,8,6.9,High
2919,2,6,1,5,14.3,High
2927,4,16,9,2,8.8,High
2938,7,2,9,9,8.385714286,High
2940,4,7,8,4,10.1,High
2942,3,15,3,5,8.5,High
2947,2,8,8,4,17.4,High
2950,12,3,9,6,6.4,High
2953,1,19,2,7,27.2,
2956,2,12,1,3,13.1,High
2961,6,19,9,8,5.7,High
2965,7,7,5,7,5.385714286,High
2974,4,11,7,1,8.8,High
2978,7,10,8,4,6.285714286,High
2989,5,5,4,5,7,High
3000,7,2,4,4,5.885714286,High
3009,3,14,5,9,9.7,High
3011,1,3,2,4,30.4,
3012,3,6,1,6,9.3,High
3016,26,2,9,7,5.253846154,High
3019,1,6,9,2,33.3,
3020,4,7,7,4,9.6,High
3021,7,8,5,6,5.185714286,High
3023,4,7,9,5,10.6,High
3025,1,15,2,9,28,
3029,4,8,3,2,7.4,High
3030,4,3,5,9,9.4,High
3031,10,4,9,4,6.7,High
3034,5,6,4,6,6.8,High
3036,22,1,8,4,5.163636364,High
3041,5,2,5,5,8.1,High
3045,24,1,9,5,5.55,High
3050,3,7,6,5,11.6,High
3058,4,3,3,2,8.4,High
3060,5,5,2,4,6,High
3065,2,1,5,8,17.3,High
3067,6,11,6,7,5.8,High
3078,14,2,9,4,6.242857143,High
3079,7,7,7,6,6.385714286,High
3082,2,10,1,7,13.5,High
3085,16,6,9,4,5.175,High
3092,4,5,6,4,9.5,High
3097,10,2,9,1,7.1,High
3100,2,14,8,1,16.2,High
3103,5,4,1,6,5.7,High
3106,2,7,2,6,14.6,High
3107,2,14,4,7,14.2,High
3109,22,1,8,9,5.163636364,High
3110,6,8,8,5,7.4,High
3120,5,4,8,3,9.2,High
3130,4,5,9,7,11,High
3133,1,11,9,7,32.3,
3135,1,8,9,6,32.9,
3137,8,3,4,6,5.15,High
